,name,description,url,datePublished,articleContent
765,County Approves Move to Vote Center Model,"The Board of Supervisors Tuesday unanimously approved having San Diego join 25 other counties statewide in implementing a vote center model, beginning with the June 2022 gubernatorial primary election.  ",https://www.countynewscenter.com/county-approves-move-to-vote-center-model/,2021-10-19T18:27:14-07:00,"
The Board of Supervisors Tuesday unanimously approved having San Diego join 25 other counties statewide in implementing a vote center model, beginning with the June 2022 gubernatorial primary election.
The California Voter’s Choice Act paved the way for counties to move from traditional polling places to vote centers when it was enacted in 2016.
Under the act, every active registered voter will automatically receive a ballot in the mail and will have options for how to return their ballot: by mail, to a secure ballot drop box, or vote in person at any vote center.
The concept won’t be entirely new to local voters. The Registrar of Voters used a similar format for the November 2020 presidential general and September 2021 gubernatorial recall elections. More than 200 voting locations opened throughout San Diego County and allowed voters four days to cast their ballot in person.
The vote-by-mail trend in California has reduced the use of traditional polling places, driving counties to the vote center model. Nearly 80% of the County’s 1.97 million registered voters are permanent vote-by-mail voters.
“When the June 2022 election cycle rolls around, more than 13 million registered voters in California – nearly 62% of the state’s voters – will be using the vote center model,” said Interim Registrar of Voters Cynthia Paes. “Tuesday’s Board action will add San Diego County’s nearly 2 million registered voters to the mix.”
The number of vote centers is based on total voter registration. The law requires one for every 50,000 voters for 11 days and one for every 10,000 voters for four days.
In San Diego County, current registration figures mean a minimum of 197 vote centers would open for four days including election day. Forty of the 197 would open an additional seven days for a total of 11 days.
The County will ask for public input on the locations and will consider a variety of factors to ensure registered voters have equal opportunities to cast their ballot.
The new model also streamlines the election process for the Registrar’s office. Voters will no longer have an assigned polling place and can visit any voter center. Election workers at the vote centers will use state-certified electronic poll books to look up the same information available at the Registrar’s office. Polling places did not have this capability, requiring some voters to cast provisional ballots. Verifying provisional ballots can take two weeks or more after election day.
Vote center services will include:

Touchscreen ballot marking devices with every ballot type
Voting assistance, including assistance in multiple languages
Voter registration allowing voters to cast a ballot the same day
Voter registration updates
Request a replacement ballot

The Board also voted to fund secure mail ballot drop boxes throughout the County. Based on the number of current registered voters, the Registrar must provide 132 ballot drop-off sites starting 29 days before the election. Vote centers would also act as drop-off sites.
For additional information, visit sdvote.com.
 "
766,San Diegans Urged to Get Flu Vaccination,"Given that most places have reopened and people have resumed many normal routines and activities, County health officials are concerned this year’s flu season might be more severe.",https://www.countynewscenter.com/san-diegans-urged-to-get-flu-vaccination/,2021-10-20T11:53:10-07:00,"
Mask wearing, physical distancing and COVID-19 preventive measures helped to greatly reduce the number of influenza cases reported in the region last year.
However, given that most places have reopened and people have resumed many normal routines and activities, County health officials are concerned this year’s flu season might be more severe.
“San Diegans are more likely to be out and about this flu season and that could lead to more people getting sick from influenza,” said Cameron Kaiser, M.D., M.P.H., County deputy public health officer. “The best protection we have against the flu is getting vaccinated. The vaccine is safe and effective and can help prevent people from getting sick, ending up in the hospital or, worse, dying.”
The County Health and Human Services Agency has begun publishing the weekly Influenza Watch report, which tracks key influenza indicators and summarizes influenza surveillance in the region. The report is released every Wednesday during the flu season.
The County Health and Human Services Agency publishes the Influenza Watch weekly report, which tracks key flu indicators and summarizes influenza surveillance in the region.
For the week ending Oct. 16, 2021, the report shows the following:

Emergency department visits for influenza-like illness: 3% of all visits (compared to 3% the previous week)
Total influenza deaths to date: 0 (there were no deaths at this time last season)
Total lab-confirmed cases to date: 215 (compared to 7 last season and an average of 145 at this date for the past five years)

How to Prevent the Flu
The Centers for Disease Control and Prevention recommends that everyone 6 months and older get a flu shot every year. It takes about two weeks for immunity to develop. The CDC also indicates you can get a flu and COVID-19 vaccination at the same time.
The flu vaccine is especially important for people at higher risk of having serious complications from the virus.
They include:

People with chronic medical conditions like asthma, diabetes and lung disease, even if symptoms are under control
Pregnant women
People aged 65 years and older
People who live with or care for others who are at higher risk

The influenza vaccine is now available at doctors’ offices and retail pharmacies and is covered by medical insurance. People with no health care coverage can get vaccinated at one of the County’s six public health centers or a local community clinic. To find the nearest location, visit the County’s Flu Vaccine Locations page or call 2-1-1 San Diego.
In addition to getting vaccinated, people should also do the following to avoid getting sick:

Wash hands thoroughly and often
Use hand sanitizers
Stay away from sick people
Avoid touching your eyes, nose, and mouth
Clean commonly touched surfaces
If you are sick, stay home and avoid contact with others

In 2020, a total of 848 influenza cases were reported in San Diego, including two deaths. In 2019, a total of 108 San Diegans died from influenza and more than 20,700 flu cases were reported.
 
 "
767,County: $1.8 Mill Available to Youth Sports and Camps to Cut Kids’ Registration Fees,"The County’s Department of Parks and Recreation wants to give youth sports and camp programs shares of $1.8 million to help get 15,000 to 20,000 kids back out to play in the wake of the COVID-19 pandemic.",https://www.countynewscenter.com/county-1-8-mill-available-to-youth-sports-and-camps-to-cut-kids-registration-fees/,2021-10-20T14:18:26-07:00,"
The County’s Department of Parks and Recreation wants to give youth sports and camp programs shares of $1.8 million to help get 15,000 to 20,000 kids back out to play in the wake of the COVID-19 pandemic.
The County’s Board of Supervisors approved using $1.8 million in American Rescue Plan Act funds earlier this month to reduce or eliminate sports and camp registration fees for children. The action recognized that the COVID-19 pandemic created financial hardships for many families and businesses that could keep children out of sports and camp activities.
How to Apply
Youth sports and camp programs in unincorporated communities can apply for shares of the money at one of two reimbursement levels — up to $50 or $100 per youth participant — by filling out an online application form.
Programs must meet a handful of criteria to be eligible.

They must be operators of recreational youth sports or camps.
They must run those activities in an unincorporated community, including schools, or at a County-owned property.
They must have valid federal and/or state tax identifications.

Businesses and organizations that receive funding must use it to reduce registration fees for youth who want to attend their camps and programs.
County officials expect the program will reduce or eliminate registration fees for 15,000 to 20,000 youth in camps and programs including: soccer, art/dance camps, football, cheer camps, baseball, softball and gymnastics.
Helping Out in an Equitable Way
Parks will prioritize two-thirds of the programs funding — $1.2 million — to help teens and youth who live in areas that were likely to be the hardest hit by the COVID-19 pandemic, using the state’s Healthy Places Index as a guide. The Healthy Places Index rates census tracts within counties and gives them numerical scores to determine how healthy or unhealthy they are based on six metrics: economics, education, housing, health care access, neighborhood and clean environment.
The program will provide the $1.2 million to cover up to $100 per participant, to organizations and camps serving youth in the lower two quartiles of the Healthy Place Index.
Participants, facilities, and organizations in the upper quartiles would also be eligible for partial waivers and reimbursements, up to $50 per participant.
Parks officials said because youth sports and camp registration periods vary and often come months ahead of the actual events, Parks will reimburse organizations in two batches to ensure reimbursement helps youth and teens who actually participate in camps and programs, rather than estimates based on early sign-up projections.
For more information about the program and how to take part, go to the Parks Department’s website.
 "
768,"Shake Out, Secure Your Space and Enable ShakeReadySD to Prepare for Earthquakes",Some natural disasters like earthquakes are unpredictable and can result in serious injury or worse. Join the 7.1 million Californians who have registered the Great California ShakeOut earthquake drill at 10:21 a.m.  on 10/21/21 and protect yourself and your family by practicing your response and securing items in your home and workspace. ,https://www.countynewscenter.com/shake-out-secure-your-space-and-enable-shakereadysd-to-prepare-for-earthquakes/,2021-10-20T15:13:42-07:00,"
Some natural disasters like earthquakes are unpredictable and can result in serious injury or worse. Join the 7.1 million Californians who have registered the Great California ShakeOut earthquake drill at 10:21 a.m.  on 10/21/21 and protect yourself and your family by practicing your response and securing items in your home and workspace.
It only takes a minute to Drop, Cover and Hold On for an earthquake drill, but if the time and Thursday are not convenient, you can schedule a better time and day for your family or workplace. Register here as an individual or a business to be counted as a participant.
“Southern California is a seismically active region and the best thing we can do about that is be prepared and know what to do,” said Jeff Toney, director of the San Diego County Office of Emergency Services. “Secure items to minimize or avoid injuries. And download the County’s SD Emergency app to enable ShakeReadySD, which could give you a few seconds warning to seek cover during significant shaking.”

Download the SD Emergency app and learn about ShakeReadySD, Early Earthquake Warning, Powered by ShakeAlert®, a product of the U.S. Geological Survey.
When you’re considering your Drop, Cover and Hold On response, remember you could be anywhere: at work, at home, outdoors or on a road. Learn about and discuss the safest response with your family or coworkers for various situations.
Your surroundings are another important consideration since two-thirds of earthquake injuries occur from items that fall or break.  Learn how to check and secure your home or workplace for items that could become a hazard during extreme shaking.
Information on earthquakes and other hazards is also available at www.readysandiego.org in English and Spanish and includes a personal disaster plan template including one for people who may need assistance. The plan templates are available in 11 languages besides English. The SD Emergency App includes a version of the plan in English and Spanish.
For ideas on planning a drill at home or your place of business or promoting preparedness with friends or employees, visit the ShakeOut resources page with videos, fliers and an audio and video countdown for the drill. If conducting an indoor drill, please follow health and safety guidelines for COVID-19.

 "
769,San Diego County COVID-19 Update – 10-20-2021,Here is this week’s COVID-19 update from the County Health and Human Services Agency with data through Oct. 19.,https://www.countynewscenter.com/san-diego-county-covid-19-update-10-20-2021/,2021-10-20T17:01:55-07:00,"
Here is this week’s COVID-19 update from the County Health and Human Services Agency with data through Oct. 19.
Vaccination Progress:

Doses administered: Over 4.94 million.
Received at least one shot: More than 2.51 million or 89.7% of San Diegans 12 and older are partially vaccinated.
Fully vaccinated: Close to 2.26 million or 80.5%.
More vaccination information can be found at coronavirus-sd.com/vaccine.

Deaths:

37 new deaths were reported since the last report on Oct. 13, 2021. The region’s total is 4,178.
23 men and 14 women died between Aug. 27 and Oct. 17, 2021.
Five were 80 years of age or older, 11 were in their 70s, 12 were in their 60s, seven were in their 50s, one was in their 40s and one was in their 30s.
Seven of the people who died were fully vaccinated and 30 were not fully vaccinated.
29 had underlying medical conditions, five did not, and three had medical history pending.

Cases, Hospitalizations, Case Rates and Testing:

441 COVID-19 cases were reported to the County on Oct. 19. The region’s total is now 365,670.
3,105 cases were reported in the past week (Oct. 13 through Oct. 19) compared to 3,241 cases the previous week (Oct. 6 through Oct. 12).
In the past 30 days (Sept. 20 to Oct. 19), there were 262 COVID-19 hospitalizations; 248 people were not fully vaccinated and 14 were fully vaccinated.
San Diego County’s 7-day rolling average case rate per 100,000 residents from Sept. 26 to Oct. 2 is 14.7 overall, 8.3 for fully vaccinated people and 24.5 for not fully vaccinated San Diegans.
16,255 tests were reported to the County on Oct. 19, and the percentage of new positive cases was 2.7%.
The 14-day rolling percentage of positive cases among tests is 2.4%.

Community Setting Outbreaks:

35 new community outbreaks were confirmed in the past seven days (Oct. 13 through Oct. 19): 19 in TK-12 grade school settings, five in business settings, three in daycare/preschool/childcare settings, two in fitness/gym settings, one in a college/university setting, one in a healthcare setting, one in a preschool setting, one in a restaurant setting, one in a restaurant/bar setting and one in a retail setting.
The community outbreaks trigger is more than seven in a 7-day period.

More Information:
Data updates to the County’s coronavirus-sd.com website are published around 5 p.m.
 
 "
770,San Diego County Shigella Outbreak Update – 10-21-2021,"The County of San Diego has announced three new shigella cases associated with an ongoing outbreak, bringing the total to 18 confirmed and three probable cases among individuals experiencing homelessness.",https://www.countynewscenter.com/san-diego-county-shigella-outbreak-update-10-21-2021/,2021-10-21T16:12:00-07:00,"
The County of San Diego has announced three new shigella cases associated with an ongoing outbreak, bringing the total to 18 confirmed and three probable cases among individuals experiencing homelessness.
The continuing investigation shows onset of illness dates between Aug. 16 and Oct. 15, with the three new cases occurring between Sept. 20 and Oct. 15. The 21 cases in this outbreak represent 7.6% percent of the 275 total cases reported to date in San Diego County.
The cases are all among individuals experiencing homelessness who resided at multiple locations in central San Diego. No source of the outbreak has currently been identified.
The County is working closely with the City of San Diego to:

Identify potential exposure sites.
Promote good hygienic precautions among homeless service providers and food providers.
Identify additional cases.
Connect ill individuals to treatment and housing.

Other steps include:

Relocation of currently deployed handwashing stations to areas frequented by homeless individuals and evaluation of need for additional stations.
Increased cleaning of portable and fixed public bathrooms.
Increased sidewalk sanitization from twice weekly to seven days per week for the time being. Frequency will be continually assessed.
Notification by the County Department of Environmental Health and Quality about the outbreak – and precautions – to food facilities in the downtown area, charitable feeding operators, the California Restaurant Association, Downtown San Diego Partnership, Regional Task Force on the Homeless and Gaslamp Quarter Association.
Public health nurses conducting outreach at shelters.
Homeless Outreach Teams distributing Shigella information as part of hygiene kits given to persons experiencing homelessness, including an extra 600 the week of Oct. 18.

Shigella is a contagious infection typically spread by contaminated surfaces, food or water, or person-to-person. Those at increased risk include young children (especially those in daycare), people who are experiencing homelessness, travelers to locations with poor sanitation, and men who have sex with men. In 2020, a total of 240 shigellosis cases were reported in San Diego County residents while the 426 cases reported in 2019 was the highest since 1995.
Typical symptoms include diarrhea (sometimes bloody), fever and stomach cramps. While most people will recover fully without antibiotic treatment, some individuals with poor immune systems can develop life-threatening disease and may need further treatment.  People with symptoms that resemble shigella should contact their medical care provider. The provider may order stool testing to help with the diagnosis.
Strategies to avoid getting or spreading shigella include frequent hand washing and not preparing food while ill with diarrhea.
More information about shigella and precautions are available through the County, a California Health Alert Network notification and the Centers for Disease Control and Prevention.
 "
771,Pet of the Week – Blu Star,"Meet Blu Star, this week's Pet of the Week! Blu Star is a big boy who loves to run around in open outdoor spaces and will require a fair amount of brushing to keep his beautiful coat in tip top shape.",https://www.countynewscenter.com/pet-of-the-week-blu-star/,2021-10-21T17:57:46-07:00,"
Meet Blu Star, this week’s Pet of the Week! Blu Star is a big boy who loves to run around in open outdoor spaces and will require a fair amount of brushing to keep his beautiful coat in tip top shape. If you’re interested in adopting Blu Star, please visit www.SDDAC.com.
 "
772,COVID-19 Vaccine Boosters Available for San Diegans,COVID-19 vaccination boosters are now recommended and available for everyone who qualifies.,https://www.countynewscenter.com/covid-19-vaccine-boosters-available-for-san-diegans/,2021-10-26T09:57:08-07:00,"
COVID-19 vaccination boosters are now recommended and available for everyone who qualifies.
Last week, the Centers for Disease Control and Prevention approved booster shots for all three COVID-19 vaccines currently available. However, the time frame for when people should get a booster depends on which vaccine you received.
For people who were vaccinated with two doses of Pfizer or Moderna COVID-19 vaccine, the CDC indicates the following groups are eligible for a booster shot at 6 months or more after their initial series:

65 years and older
Age 18+ who live in long-term care settings
Age 18+ who have underlying medical conditions
Age 18+ who work or live in high-risk settings

For San Diegans who got the Johnson & Johnson COVID-19 vaccine, booster shots are also recommended for people 18 and older and who were vaccinated at least two months ago.
While all three available COVID-19 vaccines have now been approved as boosters, people should stick to the vaccine they originally received. However, they may choose a different one if necessary.
“People should go with their past vaccine, when possible,” said Wilma J. Wooten, M.D., M.P.H., County public health officer. “They all continue to be very effective at preventing severe illness, hospitalization and death, even against the Delta variant which is widely circulating.”
Vaccine supplies remain plentiful, both for those seeking initial doses and boosters for those who meet the criteria. People can get a booster through their medical provider, a retail pharmacy or a site operated by the County. Additional booster eligibility details are at coronavirus-sd.com.
 "
773,Update: Shigella Outbreak in San Diego County – 10-26-2021,"Six new shigella cases associated with an ongoing outbreak have been reported in San Diego County, bringing the total to 23 confirmed and four probable cases among people experiencing homelessness.",https://www.countynewscenter.com/update-shigella-outbreak-in-san-diego-county-10-26-2021/,2021-10-26T15:40:50-07:00,"
The County of San Diego has announced six new shigella cases associated with an ongoing outbreak, bringing the total to 23 confirmed and four probable cases among people experiencing homelessness.
The continuing investigation shows onset of illness dates between Aug. 16 and Oct. 17, with the three new cases occurring between Sept. 10 and Oct. 17. The 27 cases in this outbreak represent 9% of the 290 total cases reported to date in San Diego County.
The cases are all among individuals experiencing homelessness who resided at multiple locations in central San Diego. No source of the outbreak has currently been identified.
The County is working closely with the City of San Diego to:

Identify potential exposure sites.
Promote good hygienic precautions among homeless service providers and food providers.
Identify additional cases.
Connect ill individuals to treatment and housing.

Other steps include:

Relocation of currently deployed handwashing stations to areas frequented by homeless individuals and evaluation of need for additional stations.
Increased cleaning of portable and fixed public bathrooms.
Increased sidewalk sanitization from twice weekly to seven days per week for the time being. Frequency will be continually assessed.
Notification by the County Department of Environmental Health and Quality about the outbreak – and precautions – to food facilities in the downtown area, charitable feeding operators, the California Restaurant Association, Downtown San Diego Partnership,  Regional Task Force on the Homeless and Gaslamp Quarter Association.
Public health nurses conducting outreach at shelters.
Homeless Outreach Teams offering shelter resources and distributing shigella information as part of hygiene kits given to persons experiencing homelessness, including an extra 600 the week of Oct. 18.

Shigella is a contagious infection typically spread by contaminated surfaces, food or water, or person to person. Those at increased risk include young children (especially those in daycare), people who are experiencing homelessness, travelers to locations with poor sanitation and men who have sex with men. In 2020, a total of 240 shigellosis cases were reported in San Diego County residents while the 426 cases reported in 2019 was the highest since 1995.
Typical symptoms of shigellosis include diarrhea (sometimes bloody), fever and stomach cramps. While most people will recover fully without antibiotic treatment, some individuals with poor immune systems can develop life-threatening disease and may need further treatment.  People with symptoms that resemble shigella should contact their medical care provider. The provider may order stool testing to help with the diagnosis.
Strategies to avoid getting or spreading shigella include frequent hand washing and not preparing food while ill with diarrhea.
More information about shigella and precautions are available through the County, a California Health Alert Network notification and the Centers for Disease Control and Prevention.
 "
774,San Diegans Urged to Get Flu Vaccine in Time for Holidays,The County of San Diego is ramping up its flu vaccination efforts to lower the risk of San Diegans getting influenza this holiday season.,https://www.countynewscenter.com/san-diegans-urged-to-get-flu-vaccine-in-time-for-holidays/,2021-10-27T10:50:09-07:00,"
The County of San Diego is ramping up its flu vaccination efforts to lower the risk of San Diegans getting influenza this holiday season. County health officials are concerned this year’s flu season will be more severe than last year, when many people were staying at home due to COVID-19.
While influenza cases are still low in the region at the moment, it takes about two weeks after vaccination to develop protection against the virus. That’s why it’s best to get vaccinated before influenza starts to spread in the community.
“The upcoming Halloween festivities are a great reminder that the holiday season and the increased gatherings it brings are right around the corner,” said Wilma J. Wooten, M.D., M.P.H., County public health officer.  “This holiday season, protect yourself and others by getting a flu shot. It’s the best way to protect yourself from influenza.”
The County Health and Human Services Agency publishes the Influenza Watch weekly report, which tracks key flu indicators and summarizes influenza surveillance in the region.
For the week ending Oct. 23, 2021, the report shows the following:

Emergency department visits for influenza-like illness: 3% of all visits (compared to 3% the previous week)
Total influenza deaths to date: 0 (there were no deaths at this time last season)
Total lab-confirmed cases to date: 229 (compared to 10 last season and an average of 163 at this date for the past five years)

Preventing the Flu
The Centers for Disease Control and Prevention recommends that everyone 6 months and older get a flu shot every year. It takes about two weeks for immunity to develop. The CDC also indicates you can get a flu and COVID-19 vaccination at the same time.
The flu vaccine is especially important for people at higher risk of having serious complications from the virus.
They include:

People with chronic medical conditions like asthma, diabetes and lung disease, even if symptoms are under control
Pregnant women
People aged 65 years and older
People who live with or care for others who are at higher risk

The influenza vaccine is now available at doctors’ offices and retail pharmacies and is covered by medical insurance. People with no health care coverage can get vaccinated at one of the County’s six public health centers or a local community clinic. To find the nearest location, visit the County’s Flu Vaccine Locations page or call 2-1-1 San Diego.
In addition to getting vaccinated, people should also do the following to avoid getting sick:

Wash hands thoroughly and often
Use hand sanitizers
Stay away from sick people
Avoid touching your eyes, nose, and mouth
Clean commonly touched surfaces
If you are sick, stay home and avoid contact with others

In 2020, a total of 848 influenza cases were reported in San Diego, including two deaths. In 2019, a total of 108 San Diegans died from influenza and more than 20,700 flu cases were reported.
 
 "
775,"Supervisors Fletcher, Vargas Open County’s New Demonstration Garden","Hoping to help sow the seeds of sustainable, nutritional living, County Board of Supervisors Chair Nathan Fletcher, Vice Chair Nora Vargas, master gardeners and County staff opened a new demonstration garden at the County Operations Center Wednesday.",https://www.countynewscenter.com/supervisors-fletcher-vargas-open-countys-new-demonstration-garden/,2021-10-27T15:58:55-07:00,"
Hoping to help sow the seeds of sustainable, nutritional living, County Board of Supervisors Chair Nathan Fletcher, Vice Chair Nora Vargas, master gardeners and County staff opened a new demonstration garden at the County Operations Center Wednesday.
Fletcher and Vargas marked the event by planting the first plants — Italian parsley and chrysanthemums — in the garden that was developed by the master gardeners and the County’s Live Well San Diego Food System Initiative.
The 400-square-foot demonstration garden was designed to be a working example of the Food System Initiative’s goals, to showcase “a little bit of everything” to promote home, urban and community gardening, and its connection to sustainability.
In addition to growing seasonal fruits and vegetables, herbs, citrus, a wide variety of popular plants, and even native Californian plants, the County plans to use the garden as an educational space. There will be classes and workshops to learn about gardening, composting and other topics connected to sustainability and nutrition.
Fletcher and Vargas said home and neighborhood gardens provide a multitude of benefits, from improving the food system and addressing food insecurity, to cultivating better nutrition, creating a sense of community and promoting healthy living.
“We can empower communities through food,” Fletcher said, “and bring them together with accessible community gardens. When we can gather together to grow our own food, it is not only a rewarding activity but also has tremendous economic and environmental benefits. I see gardens as an opportunity to build a stronger safety net for all San Diegans and create a more inclusive and resilient food and farm economy.”
Vargas said gardens can create a sense of community and promote social engagement among families and neighbors, in addition to giving people the opportunity to get outside, live active lifestyles and connect with nature.
“The power of community gardens, the way they help build our communities’ resilience and improve not only physical and mental health outcomes, especially in food insecure communities, it really is powerful,” Vargas said. “It is my hope that this demonstration garden … will inspire others to plant their own gardens in their neighborhoods.”
The garden features four raised planting beds, including one that is accessible to people in wheelchairs, a demonstration rain barrel and compost-worm bin, and will eventually be watered by a drip irrigation system. It will also include a container garden, a flowering “pollinator” bed to attract bees, butterflies and ladybugs, and will use the County Operations Center’s existing composting system to recharge the garden’s soil.
There will be signs in multiple languages with information about gardening and nutrition, resources to healthy food, and even a Little Free Library outside the garden’s gate.
You can learn more about the garden and its future events at the Demonstration Garden’s webpage. For more information about the Food System Initiative go to the Live Well San Diego Food System Initiative webpage.
 "
776,San Diego County COVID-19 Update – 10-27-2021,"Here is this week’s COVID-19 update from the County Health and Human Services Agency with data through Oct. 26, 2021.",https://www.countynewscenter.com/san-diego-county-covid-19-update-10-27-2021/,2021-10-27T16:30:41-07:00,"
Here is this week’s COVID-19 update from the County Health and Human Services Agency with data through Oct. 26, 2021.
Vaccination Progress:

Doses administered: Over 5.03 million.
Received at least one shot: Almost 2.53 million or 90.2% of San Diegans 12 and older are partially vaccinated.
Fully vaccinated: Over 2.28 million or 81.5%.
More vaccination information can be found at coronavirus-sd.com/vaccine.

Deaths:

29 new deaths were reported since the last report on Oct. 20, 2021. The region’s total is 4,207.
21 men and eight women between Feb. 10, 2021 and Oct. 26, 2021.
Two were 80 years of age or older, six were in their 70s, 12 were in their 60s, four were in their 50s and five were in their 40s.
One of the people who died was fully vaccinated and 28 were not fully vaccinated.
23 had underlying medical conditions, three did not and three had medical history pending.

Cases, Hospitalizations, Case Rates and Testing:

549 COVID-19 cases were reported to the County on Oct. 26, 2021. The region’s total is now 369,361.
3,691 cases were reported in the past week (Oct. 20 through Oct. 26) compared to 3,105 cases the previous week (Oct. 13 through Oct.19).
In the past 30 days (Sept. 27 to Oct. 26), there were 288 COVID-19 hospitalizations; 273 people were not fully vaccinated and 15 were fully vaccinated.
San Diego County’s case rate per 100,000 residents is 13.6 overall, 7.5 for fully vaccinated people and 23.1 for not fully vaccinated San Diegans.
19,703 tests were reported to the County on Oct. 26, and the percentage of new positive cases was 2.8%.
The 14-day rolling percentage of positive cases among tests is 2.4%.

Community Setting Outbreaks:

25 new community outbreaks were confirmed in the past seven days (Oct. 20 through Oct. 26): 10 in TK-12 grade school settings, eight in business settings, four in a government setting, one in a retail setting, one in a grocery setting and one in an emergency services setting.
The community outbreaks trigger is more than seven in a 7-day period.

More Information:
Data updates to the County’s coronavirus-sd.com website are published around 5 p.m.
 "
777,Disaster Loans Available for Small Businesses Economically Impacted by the Pipeline Oil Spill,The U.S. Small Business Administration is offering low-interest federal disaster loans to small businesses that were economically impacted by the pipeline oil spill which began Oct. 2. A virtual business recovery center opens Oct. 28 for help in determining eligibility.,https://www.countynewscenter.com/disaster-loans-available-for-small-businesses-economically-impacted-by-the-pipeline-oil-spill/,2021-10-28T15:43:43-07:00,"
The U.S. Small Business Administration is offering low-interest federal disaster loans to small businesses that were economically impacted by the pipeline oil spill which began Oct. 2. A virtual business recovery center opens Oct. 28 for help in determining eligibility.
The SBA acted under its own authority to declare a disaster in response to a request from the Governor’s Office of Emergency Services, SBA’s Administrator Isabella Casillas Guzman said.
The disaster declaration makes SBA assistance available in Los Angeles, Orange, Riverside, San Bernardino and San Diego counties. The deadline to apply for economic injury is July 27, 2022.
“Small nonfarm businesses, small agricultural cooperatives, small businesses engaged in aquaculture and most private nonprofit organizations of any size may qualify for Economic Injury Disaster Loans of up to $2 million to help meet financial obligations and operating expenses which could have been met had the disaster not occurred,” said Tanya Garfield, director of SBA’s Disaster Field Operations Center-West.
“These loans may be used to pay fixed debts, payroll, accounts payable and other bills that can’t be paid because of the disaster’s impact. Disaster loans can provide vital economic assistance to small businesses to help overcome the temporary loss of revenue they are experiencing,” she added.
Eligibility is based on the financial impact of the disaster only and not on any actual property damage. These loans have an interest rate of 2.855 percent for small businesses and 2 percent for private nonprofit organizations with terms up to 30 years and are restricted to small businesses without the financial ability to offset the adverse impact without hardship.
“SBA’s mission-driven team stands ready to help California small businesses impacted by the pipeline oil spill,” said Administrator Guzman. “We’re committed to providing federal disaster loans swiftly and efficiently, with a customer-centric approach to help businesses and communities recover and rebuild.”
In consideration of the public health concerns due to the Coronavirus pandemic, SBA has established a Virtual Business Recovery Center to answer questions about SBA’s disaster loan program, explain the application process and help individuals complete their electronic loan application.
Applicants may apply online, receive additional disaster assistance information, and download applications at https://disasterloanassistance.sba.gov/. Applicants may also call SBA’s Customer Service Center at (800) 659-2955 or email disastercustomerservice@sba.gov for more information on SBA disaster assistance. Individuals who are deaf or hard‑of‑hearing may call (800) 877-8339. Completed applications should be mailed to U.S. Small Business Administration, Processing and Disbursement Center, 14925 Kingsport Road, Fort Worth, TX  76155.
 "
778,County Unclaimed Monies Refund List Might Have Your Name on It,Take a couple minutes to see if your name is listed on the San Diego County Treasurer-Tax Collector’s Office unclaimed monies refund list – it may be worth your while.,https://www.countynewscenter.com/county-unclaimed-monies-refund-list-might-have-your-name-on-it/,2021-10-28T15:46:36-07:00,"
Take a couple minutes to see if your name is listed on the San Diego County Treasurer-Tax Collector’s Office unclaimed monies refund list – it may be worth your while.
The County has more than $713,000 in unclaimed refunds for San Diego County residents who overpaid county departments on taxes, deposits, premiums, services or fees. The refunds range from $10 to nearly $37,000.
The only catch? You have until Dec. 17 to check that refund list or state law says that unclaimed money must go into the County’s general fund.
“With the holidays approaching, everyone could use a little extra money in their pocket,” said County Treasurer-Tax Collector Dan McAllister. “The average refund is $386. If you are owed a refund, and can prove you are the rightful owner, we want to make sure you get your refund.”
The process is easy and can all be done online. The list contains 1,848 refunds. If you find your name, scroll to the bottom to find out how to claim it. You can email your claim to refunds@sdcounty.ca.gov or call 1-877-829-4732 for more information.
The County has refunded more than $500,000 to their owners in the last five years. If you’d like to know when new unclaimed money lists are posted, you can visit the Treasurer-Tax Collector’s website to sign up for emails.
 "
